protein_id,GOs_eggnog,ko_eggnog,GO_process,GO_component,GO_function,gene,GOs_interpro
WP_250123388.1,"GO:0003674,GO:0003824,GO:0004333,GO:0006082,GO:0006091,GO:0006099,GO:0006101,GO:0006106,GO:0006108,GO:0008150,GO:0008152,GO:0009060,GO:0009987,GO:0015980,GO:0016829,GO:0016835,GO:0016836,GO:0016999,GO:0017144,GO:0019752,GO:0043436,GO:0043648,GO:0044237,GO:0044238,GO:0044281,GO:0045333,GO:0055114,GO:0071704,GO:0072350",ko:K01679,['GO:0006099 - tricarboxylic acid cycle [Evidence IEA]'],,['GO:0004333 - fumarate hydratase activity [Evidence IEA]'],fumC,-
WP_250123389.1,-,ko:K03798,,,,ftsH2,-
WP_250123390.1,-,ko:K09122,,,,None,-
WP_250123391.1,-,-,,,,None,-
WP_250123392.1,-,-,,,,None,-
WP_250123393.1,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464",ko:K01885,['GO:0006424 - glutamyl-tRNA aminoacylation [Evidence IEA]'],['GO:0009332 - glutamate-tRNA ligase complex [Evidence IEA]'],['GO:0004818 - glutamate-tRNA ligase activity [Evidence IEA]'],gltX,GO:0000166(InterPro)|GO:0004818(InterPro)|GO:0005524(InterPro)|GO:0006424(InterPro)
WP_250123395.1,-,-,,,,None,-
WP_250123396.1,-,ko:K02036,,"['GO:0009898 - cytoplasmic side of plasma membrane [Evidence IEA]', 'GO:0055052 - ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing [Evidence IEA]']","['GO:0005524 - ATP binding [Evidence IEA]', 'GO:0015415 - ATPase-coupled phosphate ion transmembrane transporter activity [Evidence IEA]']",pstB,GO:0005524(InterPro)|GO:0016887(InterPro)
WP_250123397.1,-,ko:K02038,,"['GO:0005886 - plasma membrane [Evidence IEA]', 'GO:0055052 - ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing [Evidence IEA]']",['GO:0015415 - ATPase-coupled phosphate ion transmembrane transporter activity [Evidence IEA]'],pstA,-
WP_250123398.1,-,ko:K02037,,"['GO:0005886 - plasma membrane [Evidence IEA]', 'GO:0055052 - ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing [Evidence IEA]']",['GO:0015415 - ATPase-coupled phosphate ion transmembrane transporter activity [Evidence IEA]'],pstC,GO:0016020(InterPro)|GO:0055085(InterPro)
WP_250123399.1,-,ko:K02040,,"['GO:0009897 - external side of plasma membrane [Evidence IEA]', 'GO:0030288 - outer membrane-bounded periplasmic space [Evidence IEA]', 'GO:0055052 - ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing [Evidence IEA]']","['GO:0015415 - ATPase-coupled phosphate ion transmembrane transporter activity [Evidence IEA]', 'GO:0042301 - phosphate ion binding [Evidence IEA]']",pstS,-
WP_250123400.1,-,ko:K03823,,,,None,-
WP_250123401.1,-,"ko:K02031,ko:K02032",,,,None,-
WP_250123402.1,-,-,,,,patD,-
WP_250123403.1,"GO:0003674,GO:0003824,GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0006139,GO:0006163,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0008150,GO:0008152,GO:0008728,GO:0008893,GO:0009116,GO:0009117,GO:0009119,GO:0009150,GO:0009259,GO:0009605,GO:0009987,GO:0009991,GO:0015969,GO:0016020,GO:0016740,GO:0016772,GO:0016778,GO:0016787,GO:0016788,GO:0016794,GO:0019637,GO:0019693,GO:0030312,GO:0031667,GO:0033865,GO:0033875,GO:0034032,GO:0034035,GO:0034641,GO:0042278,GO:0042578,GO:0042594,GO:0044237,GO:0044238,GO:0044281,GO:0044464,GO:0046128,GO:0046483,GO:0050896,GO:0055086,GO:0071704,GO:0071944,GO:0072521,GO:1901068,GO:1901135,GO:1901360,GO:1901564,GO:1901657","ko:K00951,ko:K01139",,,,None,-
WP_250123405.1,-,-,,,,None,-
WP_250123406.1,-,-,,,,None,-
WP_250123407.1,-,ko:K15918,,,,None,-
WP_250123408.1,-,-,,,,None,-
WP_250123409.1,-,-,,,,None,-
WP_250123410.1,-,-,,,,None,GO:0005886(PANTHER)|GO:0016763(PANTHER)
WP_250123411.1,-,-,,,,None,GO:0005886(PANTHER)|GO:0016763(PANTHER)
WP_250123412.1,-,-,,,,None,GO:0000155(InterPro)|GO:0007165(InterPro)
WP_250123413.1,"GO:0003674,GO:0005488,GO:0005515,GO:0007623,GO:0008150,GO:0009605,GO:0009649,GO:0009892,GO:0010563,GO:0010605,GO:0019220,GO:0019222,GO:0031323,GO:0031324,GO:0031399,GO:0031400,GO:0032268,GO:0032269,GO:0035303,GO:0035304,GO:0035305,GO:0035308,GO:0042752,GO:0042753,GO:0042802,GO:0045936,GO:0048511,GO:0048518,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051172,GO:0051174,GO:0051246,GO:0051248,GO:0060255,GO:0065007,GO:0080090",ko:K08480,,,,None,GO:0006468(InterPro)|GO:0007623(InterPro)
WP_250123414.1,"GO:0003674,GO:0005488,GO:0005515,GO:0007623,GO:0008150,GO:0009605,GO:0009649,GO:0009892,GO:0010563,GO:0019220,GO:0019222,GO:0031323,GO:0031324,GO:0042325,GO:0042326,GO:0042752,GO:0042802,GO:0045936,GO:0048511,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051174,GO:0065007",ko:K08481,,,,kaiB,-
WP_250123415.1,"GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0007623,GO:0008150,GO:0008152,GO:0009605,GO:0009649,GO:0009966,GO:0009987,GO:0010646,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0019538,GO:0023051,GO:0036211,GO:0042752,GO:0042754,GO:0042802,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0046777,GO:0048511,GO:0048519,GO:0048583,GO:0050789,GO:0050794,GO:0050896,GO:0065007,GO:0070297,GO:0071704,GO:1901564,GO:1902531",ko:K08482,"['GO:0007623 - circadian rhythm [Evidence IEA]', 'GO:0046777 - protein autophosphorylation [Evidence IEA]']",,['GO:0004674 - protein serine/threonine kinase activity [Evidence IEA]'],kaiC,GO:0000287(InterPro)|GO:0003677(InterPro)|GO:0004674(InterPro)|GO:0005524(InterPro)|GO:0006355(InterPro)|GO:0042752(InterPro)
WP_250123416.1,-,-,,,,None,-
WP_250123417.1,-,ko:K00514,,,,zds,GO:0016491(PANTHER)
WP_250123419.1,"GO:0003674,GO:0005488,GO:0005506,GO:0005515,GO:0006790,GO:0006807,GO:0008150,GO:0008152,GO:0008198,GO:0009987,GO:0010467,GO:0016043,GO:0016226,GO:0019538,GO:0022607,GO:0031163,GO:0042802,GO:0043167,GO:0043169,GO:0043170,GO:0044085,GO:0044237,GO:0044238,GO:0046872,GO:0046914,GO:0048037,GO:0051186,GO:0051536,GO:0051537,GO:0051540,GO:0051604,GO:0071704,GO:0071840,GO:0097428,GO:1901564",ko:K13628,,,,None,GO:0016226(InterPro)|GO:0051536(InterPro)
WP_250123420.1,-,-,,,,None,GO:0005515(InterPro)
WP_250123421.1,-,-,,,,None,-
WP_250123422.1,-,-,,,,None,-
WP_250123423.1,-,-,,,,None,-
WP_250123424.1,-,-,,,,None,-
WP_250123427.1,-,-,,,,None,-
WP_250123429.1,-,-,,,,None,-
WP_250123433.1,-,ko:K01426,,,,None,-
WP_250123434.1,-,-,,,,None,-
WP_250123437.1,-,-,,,,None,-
WP_250123439.1,-,-,,,,None,-
WP_250123440.1,-,ko:K01738,['GO:0006535 - cysteine biosynthetic process from serine [Evidence IEA]'],,['GO:0004124 - cysteine synthase activity [Evidence IEA]'],cysK,-
WP_250123441.1,-,-,,,,None,-
WP_250123442.1,-,ko:K03665,['GO:0098869 - cellular oxidant detoxification [Evidence IEA]'],,"['GO:0008379 - thioredoxin peroxidase activity [Evidence IEA]', 'GO:0051920 - peroxiredoxin activity [Evidence IEA]']",None,GO:0016209(InterPro)|GO:0016491(InterPro)
WP_250123444.1,-,ko:K00274,,,['GO:0016491 - oxidoreductase activity [Evidence IEA]'],None,-
WP_250123445.1,-,ko:K00274,,,,None,-
WP_250123446.1,-,ko:K00274,,,['GO:0016491 - oxidoreductase activity [Evidence IEA]'],None,-
WP_250123447.1,-,-,,,['GO:0008168 - methyltransferase activity [Evidence IEA]'],None,-
WP_250123449.1,-,-,,,['GO:0043531 - ADP binding [Evidence IEA]'],None,-
WP_250123450.1,-,-,,,,None,-
WP_250123452.1,-,ko:K08094,['GO:1901135 - carbohydrate derivative metabolic process [Evidence IEA]'],,['GO:0016853 - isomerase activity [Evidence IEA]'],hxlB,GO:0016853(InterPro)
WP_250123453.1,"GO:0003674,GO:0003824,GO:0004590,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006206,GO:0006207,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009112,GO:0009987,GO:0016829,GO:0016830,GO:0016831,GO:0018130,GO:0019856,GO:0034641,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046112,GO:0046483,GO:0055086,GO:0071704,GO:0072527,GO:0072528,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576",ko:K08093,"[""GO:0006207 - 'de novo' pyrimidine nucleobase biosynthetic process [Evidence IEA]""]",,"[""GO:0004590 - orotidine-5'-phosphate decarboxylase activity [Evidence IEA]""]",None,GO:0004590(InterPro)|GO:0006207(InterPro)
WP_250123454.1,-,ko:K00108,,,,None,GO:0016614(InterPro)|GO:0050660(InterPro)
WP_250123455.1,-,ko:K18199,,,,None,-
WP_250123456.1,-,ko:K01897,,,,None,-
WP_250123457.1,-,ko:K00799,,,,None,-
WP_250123458.1,-,-,['GO:0006744 - ubiquinone biosynthetic process [Evidence IEA]'],,,None,GO:0006744(InterPro)
WP_250123459.1,-,-,,,,None,-
WP_250123460.1,-,ko:K14393,,,,None,-
WP_250123461.1,-,-,,,,None,-
WP_250123462.1,-,-,,,,None,-
WP_250123463.1,-,-,['GO:0015740 - C4-dicarboxylate transport [Evidence IEA]'],"['GO:0005886 - plasma membrane [Evidence IEA]', 'GO:0031317 - tripartite ATP-independent periplasmic transporter complex [Evidence IEA]']",['GO:0015556 - C4-dicarboxylate transmembrane transporter activity [Evidence IEA]'],None,GO:0005886(PANTHER)|GO:0016020(InterPro)|GO:0022857(PANTHER)
WP_250123464.1,"GO:0003674,GO:0003824,GO:0004553,GO:0004564,GO:0005975,GO:0005984,GO:0005985,GO:0005987,GO:0008150,GO:0008152,GO:0009056,GO:0009311,GO:0009313,GO:0009987,GO:0016052,GO:0016787,GO:0016798,GO:0044237,GO:0044238,GO:0044248,GO:0044262,GO:0044275,GO:0046352,GO:0071704,GO:1901575",ko:K03332,,,,None,-
WP_250123466.1,-,-,,,,None,-
WP_250123468.1,-,-,,,,None,-
WP_250123469.1,"GO:0003674,GO:0005215,GO:0005342,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0006810,GO:0008150,GO:0015849,GO:0022857,GO:0031317,GO:0032991,GO:0036094,GO:0042802,GO:0042803,GO:0043167,GO:0043169,GO:0043177,GO:0044464,GO:0046872,GO:0046983,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:1903825,GO:1990351",-,,,,None,-
WP_250123470.1,-,ko:K01561,,,,None,-
WP_250123471.1,-,ko:K01575,"['GO:0006113 - fermentation [Evidence IEA]', 'GO:0045151 - acetoin biosynthetic process [Evidence IEA]']",,['GO:0047605 - acetolactate decarboxylase activity [Evidence IEA]'],budA,GO:0045151(InterPro)|GO:0047605(InterPro)
WP_250123472.1,"GO:0001505,GO:0003674,GO:0003824,GO:0004497,GO:0004517,GO:0006807,GO:0006809,GO:0008150,GO:0008152,GO:0009058,GO:0009987,GO:0016491,GO:0016705,GO:0016709,GO:0017144,GO:0034641,GO:0042133,GO:0042136,GO:0044237,GO:0044249,GO:0044271,GO:0046209,GO:0055114,GO:0065007,GO:0065008,GO:0072593,GO:1903409,GO:2001057",ko:K00491,,,,None,-
WP_250123473.1,"GO:0003674,GO:0005215,GO:0006810,GO:0006811,GO:0006820,GO:0008150,GO:0008509,GO:0015075,GO:0015103,GO:0015112,GO:0015113,GO:0015318,GO:0015698,GO:0015706,GO:0015707,GO:0022857,GO:0034220,GO:0051179,GO:0051234,GO:0055085,GO:0071705,GO:0098656,GO:1902025",ko:K02575,['GO:0015707 - nitrite transport [Evidence IEA]'],['GO:0005886 - plasma membrane [Evidence IEA]'],['GO:0015514 - nitrite efflux transmembrane transporter activity [Evidence IEA]'],None,GO:0015112(InterPro)|GO:0015113(InterPro)|GO:0015706(InterPro)|GO:0015707(InterPro)|GO:0016020(InterPro)
WP_250123473.1,"GO:0003674,GO:0005215,GO:0006810,GO:0006811,GO:0006820,GO:0008150,GO:0008509,GO:0015075,GO:0015103,GO:0015112,GO:0015113,GO:0015318,GO:0015698,GO:0015706,GO:0015707,GO:0022857,GO:0034220,GO:0051179,GO:0051234,GO:0055085,GO:0071705,GO:0098656,GO:1902025",ko:K02575,['GO:0015707 - nitrite transport [Evidence IEA]'],['GO:0005886 - plasma membrane [Evidence IEA]'],['GO:0015514 - nitrite efflux transmembrane transporter activity [Evidence IEA]'],None,GO:0015112(InterPro)|GO:0015113(InterPro)|GO:0015706(InterPro)|GO:0015707(InterPro)|GO:0016020(InterPro)
WP_250123478.1,-,-,,,,None,-
WP_250123479.1,-,-,,,,None,-
WP_250123482.1,-,-,,,,None,-
WP_250123483.1,-,-,,,,None,-
WP_250123484.1,-,-,,,,None,-
WP_250123485.1,-,-,,,,None,GO:0005515(InterPro)
WP_250123486.1,-,ko:K01259,['GO:0006508 - proteolysis [Evidence IEA]'],,['GO:0008233 - peptidase activity [Evidence IEA]'],None,-
WP_250123487.1,-,ko:K03453,,,,None,-
WP_250123488.1,"GO:0003674,GO:0003824,GO:0006629,GO:0008150,GO:0008152,GO:0008202,GO:0016125,GO:0016491,GO:0044238,GO:0055114,GO:0071704,GO:1901360,GO:1901615",ko:K00493,,,,None,GO:0004497(InterPro)|GO:0005506(InterPro)|GO:0016705(InterPro)|GO:0020037(InterPro)
WP_250123491.1,-,-,,,,None,-
WP_250123492.1,-,"ko:K07494,ko:K07499",,,,None,-
WP_250123493.1,-,-,,,,None,-
WP_250123494.1,-,ko:K18918,,,,None,-
WP_250123495.1,-,-,,,,None,-
WP_250123498.1,-,-,,,,None,-
WP_250123499.1,-,-,,,,None,-
WP_250123501.1,-,-,,,['GO:0016740 - transferase activity [Evidence IEA]'],None,-
WP_250123502.1,-,ko:K18918,,,,None,GO:0006355(InterPro)
WP_250123503.1,-,ko:K03496,,,,None,-
WP_250123504.1,-,-,,,,None,GO:0004672(InterPro)|GO:0005524(InterPro)|GO:0006468(InterPro)
WP_250123506.1,-,-,,,,None,-
WP_250123507.1,-,ko:K02479,,,,None,-
WP_250123508.1,-,-,,,,None,-
WP_250123509.1,-,-,,,,None,-
WP_250123510.1,-,-,,,,None,-
WP_250123511.1,-,-,,,,None,-
WP_250123512.1,-,-,,,,None,-
WP_250123513.1,-,ko:K07358,"['GO:0006310 - DNA recombination [Evidence IEA]', 'GO:0015074 - DNA integration [Evidence IEA]']",,['GO:0003677 - DNA binding [Evidence IEA]'],None,GO:0003677(InterPro)
WP_250123515.1,-,-,"['GO:0006310 - DNA recombination [Evidence IEA]', 'GO:0015074 - DNA integration [Evidence IEA]']",,['GO:0003677 - DNA binding [Evidence IEA]'],None,-
WP_250123516.1,-,-,,,,None,-
WP_250123517.1,-,-,,,,None,-
WP_250123521.1,-,-,,,['GO:0016491 - oxidoreductase activity [Evidence IEA]'],None,-
WP_250123524.1,-,ko:K09017,,,,None,GO:0003677(InterPro)
WP_250123526.1,-,ko:K02005,,,,None,-
WP_250123527.1,-,ko:K02004,['GO:0006810 - transport [Evidence IEA]'],"['GO:0016020 - membrane [Evidence IEA]', 'GO:0043190 - ATP-binding cassette (ABC) transporter complex [Evidence IEA]']",['GO:0042626 - ATPase-coupled transmembrane transporter activity [Evidence IEA]'],devC,GO:0016020(InterPro)
WP_250123528.1,-,ko:K02003,,,,None,GO:0005524(InterPro)|GO:0016887(InterPro)
WP_250123529.1,-,-,,,,None,-
WP_250123530.1,-,ko:K13421,,,,None,GO:0004590(InterPro)|GO:0006221(InterPro)
WP_250123531.1,-,-,,,,None,-
WP_250123532.1,"GO:0003674,GO:0003824,GO:0004478,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0016740,GO:0016765,GO:0044424,GO:0044444,GO:0044464",ko:K00789,['GO:0006556 - S-adenosylmethionine biosynthetic process [Evidence IEA]'],,['GO:0004478 - methionine adenosyltransferase activity [Evidence IEA]'],metK,-
WP_250123533.1,-,"ko:K06147,ko:K06148",,,,None,-
WP_250123534.1,-,-,,,,None,-
WP_250123535.1,-,"ko:K06147,ko:K06148",,,,None,GO:0005524(InterPro)|GO:0016020(InterPro)|GO:0055085(InterPro)|GO:0140359(InterPro)
WP_250123537.1,-,-,,,,None,-
WP_250123538.1,-,-,,,,None,-
WP_250123539.1,-,ko:K02016,,,,None,-
WP_250123540.1,-,ko:K02014,,,,None,-
WP_250123541.1,-,ko:K12243,,,,None,-
WP_250123542.1,-,-,,,,None,-
WP_250123543.1,-,ko:K02016,,,,None,-
WP_250123544.1,-,ko:K02014,,,,None,-
WP_250123545.1,-,-,,,,None,-
WP_250123546.1,-,ko:K01091,,,,None,-
WP_250123547.1,-,ko:K02945,,,,None,-
WP_250123548.1,-,ko:K07738,['GO:0006355 - regulation of DNA-templated transcription [Evidence IEA]'],,['GO:0140110 - transcription regulator activity [Evidence IEA]'],nrdR,-
WP_250123549.1,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0009521,GO:0009523,GO:0009579,GO:0016020,GO:0030075,GO:0030096,GO:0032991,GO:0034357,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044422,GO:0044424,GO:0044425,GO:0044436,GO:0044444,GO:0044459,GO:0044464,GO:0071944,GO:0098796,GO:0098797",ko:K02718,,,,None,GO:0009523(InterPro)|GO:0009539(InterPro)|GO:0015979(InterPro)|GO:0016020(InterPro)
WP_250123550.1,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0009521,GO:0009523,GO:0009579,GO:0016020,GO:0030075,GO:0030096,GO:0032991,GO:0034357,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044422,GO:0044424,GO:0044425,GO:0044436,GO:0044444,GO:0044459,GO:0044464,GO:0071944,GO:0098796,GO:0098797",ko:K02704,"['GO:0009769 - photosynthesis, light harvesting in photosystem II [Evidence IEA]']","['GO:0030075 - bacterial thylakoid [Evidence IEA]', 'GO:0030096 - plasma membrane-derived thylakoid photosystem II [Evidence IEA]']",['GO:0016168 - chlorophyll binding [Evidence IEA]'],psbB,GO:0009521(InterPro)|GO:0009767(InterPro)|GO:0016020(InterPro)|GO:0016168(InterPro)|GO:0019684(InterPro)
WP_250123553.1,-,-,,,,None,-
WP_250123555.1,-,-,,,,None,-
WP_250123557.1,"GO:0000049,GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0004812,GO:0004813,GO:0005488,GO:0006082,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006412,GO:0006418,GO:0006419,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016597,GO:0016874,GO:0016875,GO:0019538,GO:0019752,GO:0031406,GO:0034470,GO:0034641,GO:0034645,GO:0034660,GO:0036094,GO:0043038,GO:0043039,GO:0043043,GO:0043167,GO:0043168,GO:0043170,GO:0043177,GO:0043412,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0046483,GO:0071704,GO:0090304,GO:0097159,GO:0140098,GO:0140101,GO:1901360,GO:1901363,GO:1901564,GO:1901566,GO:1901576",ko:K01872,['GO:0006419 - alanyl-tRNA aminoacylation [Evidence IEA]'],['GO:0005737 - cytoplasm [Evidence IEA]'],['GO:0004813 - alanine-tRNA ligase activity [Evidence IEA]'],alaS,GO:0000166(InterPro)|GO:0005737(InterPro)
WP_250123558.1,-,ko:K07213,,,,None,GO:0046872(InterPro)
WP_250123559.1,"GO:0003674,GO:0003676,GO:0003723,GO:0003743,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006412,GO:0006413,GO:0006518,GO:0006807,GO:0006996,GO:0008135,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016020,GO:0016043,GO:0019538,GO:0022411,GO:0032790,GO:0032984,GO:0032988,GO:0034641,GO:0034645,GO:0043021,GO:0043022,GO:0043043,GO:0043170,GO:0043603,GO:0043604,GO:0043933,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0044877,GO:0071704,GO:0071826,GO:0071840,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1903008",ko:K02520,['GO:0006413 - translational initiation [Evidence IEA]'],,['GO:0003743 - translation initiation factor activity [Evidence IEA]'],infC,GO:0006413(InterPro)
WP_250123560.1,-,ko:K01563,,,,None,-
WP_250123561.1,-,-,,,,None,-
WP_250123562.1,"GO:0003674,GO:0003824,GO:0003984,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005948,GO:0006082,GO:0006520,GO:0006549,GO:0006573,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009081,GO:0009082,GO:0009097,GO:0009099,GO:0009987,GO:0016053,GO:0016740,GO:0016744,GO:0019752,GO:0032991,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607,GO:1902494,GO:1990234",ko:K01653,['GO:0009082 - branched-chain amino acid biosynthetic process [Evidence IEA]'],,['GO:1990610 - acetolactate synthase regulator activity [Evidence IEA]'],ilvN,GO:0003984(PANTHER)|GO:0005829(PANTHER)|GO:0009082(InterPro)|GO:0009097(PANTHER)|GO:0009099(PANTHER)|GO:1990610(InterPro)
WP_250123563.1,-,-,,,,None,-
WP_250123564.1,-,ko:K14059,"['GO:0006310 - DNA recombination [Evidence IEA]', 'GO:0015074 - DNA integration [Evidence IEA]']",,['GO:0003677 - DNA binding [Evidence IEA]'],None,GO:0003677(InterPro)|GO:0006310(InterPro)|GO:0015074(InterPro)
WP_250123565.1,-,-,,,,None,-
WP_250123568.1,-,-,['GO:0006508 - proteolysis [Evidence IEA]'],,['GO:0008236 - serine-type peptidase activity [Evidence IEA]'],None,GO:0004252(InterPro)|GO:0006508(InterPro)
WP_250123569.1,-,-,,,,None,-
WP_250123570.1,-,-,,,,None,GO:0004252(InterPro)|GO:0006508(InterPro)
WP_250123571.1,-,ko:K07494,,,,None,GO:0003676(InterPro)
WP_250123572.1,-,-,,,,None,-
WP_250123573.1,-,-,,,,None,-
WP_250123574.1,-,-,,,,None,-
WP_250123575.1,-,-,['GO:0000160 - phosphorelay signal transduction system [Evidence IEA]'],,,None,GO:0000160(InterPro)
WP_250123576.1,-,ko:K01652,,,,scyA,-
WP_250123577.1,-,ko:K00263,,,,scyB,GO:0016639(InterPro)
WP_250123578.1,-,-,,,,scyC,-
WP_250123579.1,-,-,,,,None,-
WP_250123580.1,-,-,,,,None,-
WP_250123581.1,-,-,,,,scyF,-
WP_250123582.1,-,-,,,,None,-
WP_250123583.1,-,ko:K07051,,,,None,GO:0016788(InterPro)
WP_250123584.1,-,ko:K03179,,,,eboC,-
WP_250123585.1,-,"ko:K04517,ko:K14187","['GO:0006571 - tyrosine biosynthetic process [Evidence IEA]', 'GO:0046417 - chorismate metabolic process [Evidence IEA]']",,"['GO:0004106 - chorismate mutase activity [Evidence IEA]', 'GO:0004665 - prephenate dehydrogenase (NADP+) activity [Evidence IEA]', 'GO:0008977 - prephenate dehydrogenase (NAD+) activity [Evidence IEA]']",tyrA,-
WP_250123587.1,-,ko:K00799,,,,None,-
WP_250123588.1,-,ko:K01735,,,,None,-
WP_250123589.1,-,-,,,,eboE,-
WP_250123590.1,-,-,,,,None,-
WP_250123591.1,-,-,,,,None,-
WP_250123593.1,-,-,,,,None,-
WP_250123596.1,-,ko:K13503,['GO:0000162 - tryptophan biosynthetic process [Evidence IEA]'],,['GO:0004049 - anthranilate synthase activity [Evidence IEA]'],None,GO:0000162(InterPro)|GO:0004049(InterPro)
WP_250123597.1,"GO:0003674,GO:0003824,GO:0004425,GO:0016829,GO:0016830,GO:0016831",ko:K01609,['GO:0006568 - tryptophan metabolic process [Evidence IEA]'],,['GO:0004425 - indole-3-glycerol-phosphate synthase activity [Evidence IEA]'],trpC,-
WP_250123598.1,-,ko:K01695,['GO:0000162 - tryptophan biosynthetic process [Evidence IEA]'],,['GO:0004834 - tryptophan synthase activity [Evidence IEA]'],trpA,-
WP_250123599.1,"GO:0000162,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006520,GO:0006568,GO:0006576,GO:0006586,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009072,GO:0009073,GO:0009308,GO:0009309,GO:0009987,GO:0016053,GO:0018130,GO:0019438,GO:0019752,GO:0034641,GO:0042401,GO:0042430,GO:0042435,GO:0043436,GO:0044106,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046219,GO:0046394,GO:0046483,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607",ko:K01696,['GO:0000162 - tryptophan biosynthetic process [Evidence IEA]'],,['GO:0004834 - tryptophan synthase activity [Evidence IEA]'],trpB,GO:0004834(InterPro)|GO:0006568(InterPro)
WP_250123600.1,-,ko:K03856,['GO:0009423 - chorismate biosynthetic process [Evidence IEA]'],,['GO:0003849 - 3-deoxy-7-phosphoheptulonate synthase activity [Evidence IEA]'],aroF,-
WP_250123601.1,-,"ko:K00766,ko:K13497",['GO:0000162 - tryptophan biosynthetic process [Evidence IEA]'],,['GO:0004048 - anthranilate phosphoribosyltransferase activity [Evidence IEA]'],trpD,-
WP_250123602.1,-,-,['GO:0043687 - post-translational protein modification [Evidence IEA]'],,['GO:0004197 - cysteine-type endopeptidase activity [Evidence IEA]'],crtA,-
WP_250123603.1,-,-,,,,None,-
WP_250123604.1,-,-,,,,None,-
WP_250123605.1,-,ko:K21449,,,,None,-
