#Chroococcidiopsis_sp._SAG_2025_(cyanobacteria)
WP_006196724.1	K02518
WP_106548045.1								K00797
WP_106548046.1								
WP_106548047.1								K00648
WP_106548048.1								K03621
WP_106548049.1								K00845
WP_106548050.1								
WP_106548053.1								K02067
WP_106548054.1								K02703
WP_106548056.1								
WP_106548057.1								
WP_106548058.1								
WP_106548059.1								K06864
WP_106548060.1								K20024
WP_106548062.1								
WP_106548063.1								
WP_106548064.1								K00611
WP_106548065.1								
WP_106548066.1								
WP_106548067.1								
WP_106548069.1								K07015
WP_106548070.1								K01817
WP_106548071.1								K06402
WP_106548072.1								K00991
WP_106548073.1								
WP_106548076.1								
WP_106548077.1								
WP_106548078.1								K10716
WP_106548079.1								
WP_106548080.1								K01187
WP_106548081.1								K07098
WP_106548082.1								
WP_106548083.1								K07140
WP_106548084.1								
WP_106548085.1								
WP_106548086.1								K01586
WP_106548087.1								K00919
WP_106548088.1								K02528
WP_106548089.1								
WP_106548090.1								K02005
WP_106548091.1								K02660,ko:K11525
WP_106548092.1								K03696
WP_106548095.1								
WP_106548097.1								K11950
WP_106548098.1								K11951
WP_106548099.1								K11952
WP_106548101.1								
WP_106548102.1								K01885
WP_106548103.1								K05275
WP_106548104.1								
WP_106548106.1								K00279
WP_106548107.1								K17686
WP_106548108.1								K07213
WP_106548110.1								K06147
WP_106548111.1								K02016
WP_106548112.1								K02014
WP_106548113.1								
WP_106548114.1								K05577
WP_106548115.1								K05575
WP_106548117.1								
WP_106548118.1								K08302
WP_106548119.1								
WP_106548120.1								K07738
WP_106548121.1								
WP_106548123.1								K03110
WP_106548125.1								K01428
WP_106548126.1								K00128
WP_106548127.1								
WP_106548128.1								K01082
WP_106548129.1								
WP_106548131.1								
WP_106548133.1								K03497
WP_106548136.1								
WP_106548137.1								
WP_106548138.1								
WP_106548139.1								
WP_106548140.1								
WP_106548142.1								
WP_106548143.1								K01414
WP_106548144.1								K11526
WP_106548146.1								K06153
WP_106548147.1								K03179
WP_106548148.1								
WP_106548149.1								K07090
WP_106548151.1								
WP_106548152.1								
WP_106548153.1								
WP_106548154.1								
WP_106548155.1								
WP_106548156.1								
WP_106548157.1								K02075
WP_106548158.1								K09815
WP_106548160.1								
WP_106548161.1								K13482
WP_106548162.1								K13481
WP_106548163.1								K05581
WP_106548164.1								K03828,ko:K03829
WP_106548165.1								
WP_106548166.1								
WP_106548167.1								
WP_106548168.1								
WP_106548169.1								
WP_106548170.1								K03555
WP_106548171.1								
WP_106548172.1								
WP_106548173.1								
WP_106548174.1								
WP_106548175.1								
WP_106548176.1								K01491
WP_106548177.1								K13789
WP_106548178.1								
WP_106548179.1								
WP_106548180.1								
WP_106548181.1								K00942
WP_106548182.1								
WP_106548183.1								
WP_106548184.1								
WP_106548185.1								
WP_106548187.1								
WP_106548188.1								
WP_106548189.1								
WP_106548190.1								
WP_106548191.1								K08226
WP_106548192.1								K16703
WP_106548193.1								
WP_106548195.1								K00854
WP_106548196.1								
WP_106548197.1								
WP_106548199.1								
WP_106548200.1								
WP_106548201.1								
WP_106548202.1								
WP_106548206.1								
WP_106548207.1								
WP_106548208.1								
WP_106548209.1								
WP_106548210.1								K06158
WP_106548212.1								K15633
WP_106548213.1								
WP_106548214.1								
WP_106548216.1								K01537
WP_106548217.1								
WP_106548218.1								
WP_106548220.1								
WP_106548221.1								
WP_106548223.1								
WP_106548224.1								K03090
WP_106548225.1								
WP_106548226.1								
WP_106548227.1								K01868
WP_106548228.1								
WP_106548229.1								
WP_106548230.1								
WP_106548231.1								K04773
WP_106548232.1								K01823
WP_106548233.1								
WP_106548234.1								K09835
WP_106548235.1								
WP_106548236.1								K00121
WP_106548237.1								
WP_106548238.1								K02689
WP_106548239.1								K02690
WP_106548240.1								
WP_106548242.1								
WP_106548243.1								K06213
WP_106548244.1								K07391
WP_106548245.1								K07462
WP_106548246.1								K06946
WP_106548248.1								
WP_106548249.1								K00851
WP_106548250.1								K18816
WP_106548251.1								
WP_106548252.1								K06156
WP_106548254.1								K07494
WP_106548255.1								K09118
WP_106548257.1								
WP_106548260.1								
WP_106548261.1								
WP_106548263.1								K02356
WP_106548264.1								K01802
WP_106548266.1								K05366
WP_106548267.1								K01866
WP_106548268.1								
WP_106548269.1								K06999
WP_106548270.1								K13038
WP_106548271.1								K02705
WP_106548272.1								K02705
WP_106548274.1								K11780
WP_106548275.1								
WP_106548276.1								
WP_106548278.1								
WP_106548279.1								K00428
WP_106548280.1								
WP_106548282.1								
WP_106548283.1								
WP_106548284.1								K02595
WP_106548285.1								
WP_106548286.1								K13628
WP_106548287.1								K04758
WP_106548288.1								
WP_106548290.1								K03333
WP_106548291.1								
WP_106548292.1								
WP_106548293.1								K08482
WP_106548295.1								K03733,ko:K04763
WP_106548297.1								K02591
WP_106548299.1								K02587
WP_106548300.1								
WP_106548301.1								
WP_106548302.1								
WP_106548303.1								
WP_106548304.1								K15727
WP_106548305.1								K03088
WP_106548306.1								
WP_106548307.1								
WP_106548308.1								K01869
WP_106548310.1								
WP_106548311.1								
WP_106548312.1								
WP_106548313.1								
WP_106548314.1								
WP_106548315.1								
WP_106548316.1								
WP_106548317.1								
WP_106548318.1								K03455
WP_106548319.1								K08259
WP_106548321.1								
WP_106548322.1								
WP_106548325.1								K10255
WP_106548326.1								K00799,ko:K11209
WP_106548327.1								
WP_106548328.1								K07516
WP_106548329.1								K01897
WP_106548330.1								
WP_106548332.1								K07358
WP_106548333.1								
WP_106548334.1								
WP_106548335.1								
WP_106548336.1								K01077
WP_106548337.1								K07395
WP_106548338.1								
WP_106548339.1								K07746
WP_106548340.1								K19092
WP_106548341.1								
WP_106548342.1								
WP_106548343.1								
WP_106548344.1								
WP_106548345.1								K06997
WP_106548346.1								K00997
WP_106548348.1								
WP_106548349.1								
WP_106548350.1								K01887
WP_106548351.1								K00767
WP_106548352.1								
WP_106548353.1								
WP_106548354.1								K02768,ko:K08483,ko:K11183
WP_106548355.1								K07079
WP_106548357.1								
WP_106548358.1								K07313
WP_106548359.1								K09940
WP_106548360.1								
WP_106548361.1								K03574,ko:K03575
WP_106548362.1								K03439
WP_106548363.1								
WP_106548364.1								K08884
WP_106548366.1								
WP_106548367.1								
WP_106548368.1								
WP_106548369.1								
WP_106548370.1								
WP_106548371.1								K02004
WP_106548372.1								
WP_106548373.1								K00344
WP_106548374.1								
WP_106548375.1								K01455
WP_106548376.1								K01665
WP_127023651.1								
WP_127023908.1								
WP_127023917.1								
WP_146149722.1								
WP_146149723.1								K10541,ko:K13924
WP_146149724.1								
WP_146149726.1								
WP_146149727.1								
WP_146149728.1								K11525
WP_146149732.1								K02484
WP_146149734.1								
WP_146149737.1								K07497
WP_146149738.1								
WP_146149739.1								
WP_146149740.1								
WP_146149741.1								
WP_146149742.1								
WP_146149745.1								
WP_146149748.1								
WP_146149749.1								
WP_146149752.1								
WP_146149754.1								
WP_146149755.1								K01069
WP_146149757.1								
WP_146149758.1								
WP_146149759.1								
WP_146149760.1								K07238
WP_146149761.1								
WP_146149763.1								
WP_146149766.1								K07038
WP_146149770.1								
WP_146149771.1								
WP_146149774.1								K02342,ko:K03703
WP_146149776.1								K13655
WP_146149777.1								
WP_146149778.1								K02014
WP_146149779.1								
WP_146149781.1								
WP_146149782.1								
WP_146149783.1								
WP_146149784.1								
WP_146149786.1								K01768,ko:K07216,ko:K20958
WP_146149790.1								
WP_146149793.1								
WP_146149794.1								
WP_146149797.1								
WP_146149798.1								
WP_146149799.1								
WP_146149800.1								K02005
WP_146149801.1								K02031,ko:K02032
WP_146149802.1								
WP_146149803.1								
WP_146149806.1								
WP_146149807.1								
WP_146149808.1								
WP_146149811.1								
WP_146149812.1								K17244
WP_146149815.1								
WP_146149816.1								
WP_146149821.1								K01768
WP_146149822.1								
WP_146149824.1								K03194,ko:K08307,ko:K08309,ko:K12089
WP_146149826.1								
WP_146149827.1								
WP_146149828.1								K11326
WP_146149829.1								K07465
WP_146149830.1								
WP_146149832.1								
WP_146149833.1								
WP_146149835.1								
WP_146149838.1								
WP_146149839.1								
WP_146149840.1								
WP_146149842.1								
WP_146149848.1								
WP_146149851.1								
WP_146149852.1								
WP_146149853.1								
WP_146149855.1								
WP_146149858.1								
WP_146149861.1								K12132
WP_146149862.1								
WP_146149863.1								
WP_146149866.1								K03296
WP_146149867.1								K00821
WP_146149868.1								K03703
WP_146149869.1								
WP_146149870.1								
WP_146149871.1								
WP_146149873.1								
WP_146149875.1								K22305
WP_146149876.1								K19789
WP_146149878.1								
WP_146149880.1								K17244
WP_146149881.1								K02005
WP_146149882.1								
WP_146149886.1								
WP_146149887.1								
WP_146149888.1								
WP_146149889.1								
WP_146149891.1								
WP_146149893.1								K00728
WP_146149894.1								K02835
WP_146149895.1								
WP_146149897.1								
WP_146149898.1								K01069
WP_146149899.1								K03657
WP_146149902.1								K00821
WP_146149903.1								
WP_146149904.1								
WP_146149905.1								K01768
WP_146149906.1								
WP_146149909.1								
WP_146149911.1								K07263
WP_146149912.1								
WP_146149913.1								
WP_146149914.1								K01069
WP_146149916.1								
WP_146149917.1								
WP_146149918.1								
WP_146149919.1								
WP_146149920.1								K03703
WP_146149921.1								K02005
WP_146149922.1								
WP_146149923.1								K16785
WP_158265837.1								K00575
WP_158265840.1								
WP_158265847.1								
WP_158265851.1								
WP_158265853.1								K03490
WP_158265855.1								K01635
WP_158265857.1								
WP_158265859.1								
WP_158265860.1								
WP_158265867.1								K01784
WP_158265868.1								
WP_158265870.1								
WP_158265877.1								
WP_158265881.1								
WP_158265891.1								
WP_158265895.1								
WP_158265898.1								
WP_158265899.1								
WP_158265902.1								
WP_158265904.1								K00558
WP_158265907.1								
WP_158265910.1								K01153
WP_158265911.1								
WP_158265916.1								
WP_158265922.1								K07052
WP_158265923.1								K07052
WP_158265924.1								K03404
WP_158265926.1								
WP_158265928.1								
WP_158265930.1								K06893
WP_158265931.1								
WP_158265935.1								
WP_158265937.1								
WP_158265938.1								
WP_158265939.1								
WP_158265946.1								
WP_158265948.1								
WP_158265950.1								
WP_158265951.1								
WP_158265960.1								
WP_158265964.1								
WP_158265967.1								
WP_158265971.1								
WP_158265974.1								K06075
WP_158265983.1								
WP_158265985.1								
WP_158265993.1								
WP_158265994.1								K02660,ko:K11525
WP_158266006.1								
WP_158266013.1								K03752
WP_158266014.1								
WP_158266015.1								
WP_158266026.1								K10960
WP_158266027.1								K03657
WP_158266028.1								
WP_158266029.1								K03752
WP_165587649.1								
WP_179051713.1								
WP_181245253.1								
WP_181245358.1								
WP_181245490.1								K03798
WP_181245547.1								
WP_181246277.1								
WP_181824265.1								
WP_192159836.1								
WP_199197169.1								
WP_199197171.1								
WP_199197172.1								
WP_199197173.1								K02291
WP_199197175.1								
WP_199197177.1								K00763
WP_199197179.1								K07304
WP_199197181.1								K03707
WP_199197182.1								K03741
WP_199197183.1								
WP_199197184.1								
WP_199197185.1								
WP_199197186.1								K03592
WP_199197187.1								
WP_199197188.1								K07075
WP_199197189.1								K07506
WP_199197192.1								
WP_199197196.1								K04127,ko:K11325
WP_199197198.1								
WP_199197199.1								
WP_199197200.1								
WP_199197203.1								
WP_199197204.1								K03980
WP_199197205.1								
WP_199197206.1								
WP_199197207.1								
WP_199197208.1								
WP_199197209.1								
WP_199197210.1								
WP_199197211.1								
WP_199197212.1								
WP_199197213.1								K03980
WP_199197215.1								
WP_199197217.1								
WP_199197218.1								
WP_199197219.1								
WP_199197220.1								
WP_199197221.1								K10227
WP_199197222.1								K01448
WP_199197223.1								K03190
WP_199197227.1								K02109
WP_199197228.1								
WP_199197229.1								
WP_199197231.1								
WP_199197232.1								
WP_199197233.1								K08884
WP_199197234.1								
WP_199197235.1								K01534
WP_199197236.1								
WP_199197239.1								K07496
WP_199197240.1								
WP_199197241.1								K07027
WP_199197242.1								
WP_199197244.1								
WP_199197247.1								
WP_199197249.1								
WP_199197250.1								K09691
WP_199197251.1								
WP_199197252.1								K22082
WP_199197253.1								
WP_199197254.1								K01426
WP_199197255.1								
WP_199197256.1								K09966
WP_199197257.1								
WP_199197259.1								
WP_199197260.1								K00655
WP_199197261.1								
WP_199197265.1								K03408
WP_199197266.1								K03407
WP_199197267.1								K05946
